% Citation Request
% Murat KOKLU and ILKER ALI OZKAN
% KOKLU, M. and OZKAN, I.A., (2020), "Multiclass Classification of Dry Beans Using Computer Vision and Machine Learning Techniques." Computers and Electronics in Agriculture, 174, 105507. DOI: https://doi.org/10.1016/j.compag.2020.105507
% Citation Request
Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
46642,875.8,362.2,164.9,2.197,0.8904,47195,243.7,0.6479,0.9883,0.7642,0.6729,0.007765,0.0009818,0.4527,0.9945,HOROZ
46680,844,341,175.2,1.946,0.8579,47312,243.8,0.7574,0.9866,0.8234,0.7148,0.007306,0.001177,0.511,0.9946,HOROZ
46696,862.9,355,168.1,2.112,0.8808,47259,243.8,0.7782,0.9881,0.7881,0.6869,0.007602,0.001044,0.4718,0.9966,HOROZ
46696,862.9,355,168.1,2.112,0.8808,47259,243.8,0.7782,0.9881,0.7881,0.6869,0.007602,0.001044,0.4718,0.9966,HOROZ
46708,875.9,364.9,163.4,2.232,0.8941,47371,243.9,0.7882,0.986,0.7651,0.6684,0.007812,0.0009615,0.4467,0.9972,HOROZ
46749,854.8,333.3,179.2,1.86,0.8432,47417,244,0.6716,0.9859,0.8041,0.7319,0.00713,0.001262,0.5357,0.9964,HOROZ
46755,864.8,353.6,171.3,2.064,0.8749,47547,244,0.8137,0.9833,0.7855,0.6899,0.007564,0.001057,0.476,0.9827,HOROZ
46777,845.2,349.2,171.2,2.04,0.8716,47247,244,0.8214,0.9901,0.8228,0.6989,0.007465,0.001099,0.4885,0.9965,HOROZ
46777,845.2,349.2,171.2,2.04,0.8716,47247,244,0.8214,0.9901,0.8228,0.6989,0.007465,0.001099,0.4885,0.9965,HOROZ
46794,864.1,356.4,168.5,2.116,0.8813,47586,244.1,0.6088,0.9834,0.7876,0.6848,0.007617,0.001033,0.469,0.9923,HOROZ
46798,881.2,331.3,182.4,1.816,0.8348,47864,244.1,0.7179,0.9777,0.7574,0.7367,0.00708,0.001287,0.5428,0.9859,HOROZ
46808,866.8,362.3,165.7,2.186,0.8893,47280,244.1,0.6414,0.99,0.7828,0.6739,0.007739,0.0009846,0.4541,0.9929,HOROZ
46826,851,348.1,172.4,2.019,0.8688,47442,244.2,0.8101,0.987,0.8125,0.7015,0.007433,0.001111,0.4921,0.9938,HOROZ
46831,878.2,367.6,164,2.241,0.895,47446,244.2,0.774,0.987,0.7631,0.6643,0.007849,0.000943,0.4413,0.9892,HOROZ
46851,854.5,328.9,183.2,1.796,0.8306,47631,244.2,0.7173,0.9836,0.8063,0.7426,0.007021,0.001317,0.5514,0.9902,HOROZ
46863,867.4,347.4,172.1,2.019,0.8687,47538,244.3,0.7007,0.9858,0.7827,0.7031,0.007414,0.001117,0.4943,0.9977,HOROZ
46863,867.4,347.4,172.1,2.019,0.8687,47538,244.3,0.7007,0.9858,0.7827,0.7031,0.007414,0.001117,0.4943,0.9977,HOROZ
46867,846.7,340.2,177,1.922,0.854,47529,244.3,0.779,0.9861,0.8216,0.7181,0.007258,0.001191,0.5157,0.991,HOROZ
46892,834.8,330.7,181.5,1.821,0.8358,47506,244.3,0.7123,0.9871,0.8456,0.739,0.007051,0.001297,0.5461,0.9946,HOROZ
46907,857.6,335.6,181.2,1.852,0.8416,47888,244.4,0.6366,0.9795,0.8015,0.7283,0.007154,0.001241,0.5304,0.9821,HOROZ
46955,873,360.9,166.8,2.164,0.8868,47609,244.5,0.6578,0.9863,0.7742,0.6775,0.007686,0.0009988,0.459,0.9933,HOROZ
46958,859.4,356.6,168.6,2.114,0.8811,47618,244.5,0.8199,0.9861,0.799,0.6857,0.007594,0.001036,0.4702,0.9942,HOROZ
46970,860.9,351.4,170.9,2.056,0.8738,47495,244.5,0.7833,0.9889,0.7964,0.6958,0.007482,0.001082,0.4842,0.9956,HOROZ
46987,855.5,359.2,167.1,2.15,0.8852,47402,244.6,0.7941,0.9912,0.8068,0.6809,0.007645,0.001014,0.4636,0.9967,HOROZ
47002,847.7,347,173.4,2.001,0.8662,47610,244.6,0.7018,0.9872,0.822,0.7051,0.007382,0.001125,0.4971,0.9946,HOROZ
47044,855.8,354.3,170.4,2.08,0.8768,47566,244.7,0.6217,0.989,0.8071,0.6908,0.007531,0.001058,0.4772,0.9924,HOROZ
47057,902.6,374.1,161.2,2.32,0.9024,47847,244.8,0.7727,0.9835,0.7259,0.6543,0.00795,0.0008987,0.4281,0.9934,HOROZ
47074,877.1,365.9,166.2,2.202,0.8909,47846,244.8,0.6055,0.9839,0.769,0.669,0.007773,0.0009607,0.4476,0.9856,HOROZ
47089,844.2,343.9,176.2,1.952,0.8588,47624,244.9,0.8176,0.9888,0.8303,0.712,0.007303,0.001158,0.507,0.9896,HOROZ
47091,874.4,353,171.3,2.061,0.8744,47849,244.9,0.7068,0.9842,0.774,0.6936,0.007497,0.00107,0.4811,0.9916,HOROZ
47122,888.7,356.3,169.2,2.106,0.88,47831,244.9,0.7612,0.9852,0.7498,0.6875,0.007561,0.001042,0.4727,0.9952,HOROZ
47134,880.5,358.8,168.1,2.135,0.8835,47959,245,0.6057,0.9828,0.7639,0.6827,0.007613,0.00102,0.4661,0.9951,HOROZ
47134,870.1,360.8,167.5,2.154,0.8857,47862,245,0.6237,0.9848,0.7823,0.679,0.007654,0.001004,0.4611,0.9932,HOROZ
47134,870.1,360.8,167.5,2.154,0.8857,47862,245,0.6237,0.9848,0.7823,0.679,0.007654,0.001004,0.4611,0.9932,HOROZ
47142,845.8,329.7,186.3,1.77,0.8252,48742,245,0.6938,0.9672,0.8282,0.743,0.006995,0.001315,0.552,0.9772,HOROZ
47171,860.8,348,174.4,1.996,0.8655,47961,245.1,0.809,0.9835,0.7999,0.7042,0.007378,0.001119,0.4959,0.9898,HOROZ
47180,850.4,348.6,172.9,2.016,0.8683,47729,245.1,0.71,0.9885,0.8198,0.7031,0.007389,0.001114,0.4943,0.9966,HOROZ
47180,850.4,348.6,172.9,2.016,0.8683,47729,245.1,0.71,0.9885,0.8198,0.7031,0.007389,0.001114,0.4943,0.9966,HOROZ
47186,868.8,356.7,169,2.111,0.8807,47855,245.1,0.7223,0.986,0.7855,0.6871,0.00756,0.001039,0.4721,0.9967,HOROZ
47186,871,346.2,177.5,1.951,0.8587,48835,245.1,0.7464,0.9662,0.7815,0.708,0.007337,0.001137,0.5012,0.9779,HOROZ
47223,841,339.1,177.8,1.907,0.8515,47634,245.2,0.6322,0.9914,0.8389,0.7231,0.007181,0.001211,0.5229,0.9972,HOROZ
47225,983.3,352.9,171.1,2.062,0.8746,48501,245.2,0.7937,0.9737,0.6138,0.6949,0.007472,0.001075,0.4829,0.9959,HOROZ
47225,910.4,358,169.3,2.114,0.8811,48275,245.2,0.6035,0.9782,0.716,0.6849,0.007581,0.001029,0.4691,0.9917,HOROZ
47248,862.7,355.8,170.3,2.09,0.8781,47697,245.3,0.604,0.9906,0.7979,0.6893,0.007531,0.001049,0.4752,0.993,HOROZ
47264,848,347.8,174.4,1.995,0.8652,47768,245.3,0.6503,0.9894,0.8259,0.7053,0.007359,0.001123,0.4974,0.9921,HOROZ
47286,979.4,373.9,162.8,2.297,0.9002,48605,245.4,0.658,0.9729,0.6195,0.6563,0.007907,0.0009047,0.4307,0.9892,HOROZ
47291,861,354.5,170.4,2.081,0.8769,47849,245.4,0.7721,0.9883,0.8016,0.6921,0.007497,0.001061,0.479,0.9966,HOROZ
47301,882.9,358.6,168.9,2.123,0.8821,48105,245.4,0.7279,0.9833,0.7625,0.6843,0.007582,0.001026,0.4683,0.994,HOROZ
47328,874.4,363.4,166.2,2.187,0.8893,47999,245.5,0.7936,0.986,0.7778,0.6755,0.007679,0.0009861,0.4563,0.9978,HOROZ
47338,842.5,340.3,178.3,1.908,0.8517,47798,245.5,0.7003,0.9904,0.8381,0.7214,0.007189,0.001201,0.5204,0.9931,HOROZ
47341,869.5,356.7,169.3,2.107,0.8802,47978,245.5,0.5997,0.9867,0.7869,0.6883,0.007534,0.001043,0.4738,0.9981,HOROZ
47344,828.3,324.7,187.3,1.734,0.8169,48123,245.5,0.7476,0.9838,0.8672,0.7562,0.006858,0.001383,0.5718,0.9914,HOROZ
47347,853.4,330.3,183.6,1.799,0.8313,47903,245.5,0.824,0.9884,0.817,0.7434,0.006976,0.001314,0.5526,0.9943,HOROZ
47360,860.1,346.1,175,1.978,0.8628,48026,245.6,0.8029,0.9861,0.8045,0.7094,0.007309,0.001142,0.5033,0.9955,HOROZ
47361,861.3,354.3,172,2.06,0.8743,48037,245.6,0.7345,0.9859,0.8022,0.6931,0.007481,0.001065,0.4803,0.9897,HOROZ
47371,855.6,354,170.9,2.072,0.8758,47842,245.6,0.6189,0.9902,0.8131,0.6937,0.007473,0.001068,0.4812,0.997,HOROZ
47394,880.1,365.5,165.8,2.205,0.8913,48081,245.6,0.6249,0.9857,0.7689,0.672,0.007713,0.0009703,0.4516,0.996,HOROZ
47448,871.7,349.4,175.1,1.995,0.8653,48047,245.8,0.6348,0.9875,0.7847,0.7036,0.007363,0.001113,0.495,0.9876,HOROZ
47464,850.4,341.7,178.1,1.918,0.8534,48004,245.8,0.7235,0.9888,0.8248,0.7195,0.007198,0.00119,0.5177,0.9932,HOROZ
47468,880.6,357.7,170,2.104,0.8798,48071,245.8,0.6422,0.9875,0.7692,0.6872,0.007536,0.001037,0.4723,0.9935,HOROZ
47472,879.1,363.3,167.7,2.166,0.8871,48044,245.9,0.6023,0.9881,0.772,0.6767,0.007654,0.0009898,0.4579,0.9919,HOROZ
47473,862.2,351.2,173.2,2.028,0.87,48078,245.9,0.6001,0.9874,0.8024,0.6999,0.007399,0.001095,0.4899,0.9937,HOROZ
47476,874.8,354.5,171.3,2.069,0.8755,48173,245.9,0.6084,0.9855,0.7795,0.6935,0.007468,0.001065,0.4809,0.9951,HOROZ
47482,877.2,369.3,165.1,2.237,0.8945,48071,245.9,0.8303,0.9877,0.7755,0.6658,0.007778,0.0009427,0.4433,0.9915,HOROZ
47502,868.4,344.3,177.1,1.944,0.8575,48109,245.9,0.8221,0.9874,0.7915,0.7142,0.007249,0.001164,0.5101,0.9916,HOROZ
47512,839.4,312.7,201,1.556,0.7662,49837,246,0.7879,0.9533,0.8473,0.7865,0.006582,0.001553,0.6185,0.9626,HOROZ
47542,876.3,338.5,186.8,1.812,0.8339,50332,246,0.7063,0.9446,0.778,0.7269,0.007119,0.001226,0.5284,0.9573,HOROZ
47577,862.8,342.7,177.5,1.931,0.8555,48314,246.1,0.7803,0.9847,0.8031,0.7181,0.007204,0.001182,0.5157,0.9959,HOROZ
47601,853.4,345.5,176.6,1.956,0.8595,48195,246.2,0.7112,0.9877,0.8214,0.7125,0.007259,0.001154,0.5076,0.9929,HOROZ
47605,877.3,373.1,163.6,2.281,0.8988,48131,246.2,0.6304,0.9891,0.7773,0.6598,0.007838,0.0009163,0.4353,0.9929,HOROZ
47634,870.6,355.1,174.1,2.04,0.8716,48581,246.3,0.6181,0.9805,0.7898,0.6936,0.007454,0.001064,0.481,0.9812,HOROZ
47650,843.4,332,183.7,1.807,0.833,48256,246.3,0.7592,0.9874,0.8418,0.7418,0.006968,0.001302,0.5503,0.9945,HOROZ
47665,842.1,339.7,179.3,1.894,0.8493,48157,246.4,0.6564,0.9898,0.8446,0.7252,0.007127,0.001216,0.5259,0.9961,HOROZ
47667,852.2,346.3,176.1,1.967,0.8611,48256,246.4,0.6284,0.9878,0.8248,0.7113,0.007266,0.001147,0.5059,0.9952,HOROZ
47701,857,352.2,173.7,2.028,0.87,48228,246.4,0.8253,0.9891,0.8163,0.6997,0.007384,0.001091,0.4895,0.9929,HOROZ
47706,856.3,348.8,175,1.994,0.8651,48306,246.5,0.6843,0.9876,0.8175,0.7065,0.007312,0.001124,0.4992,0.9952,HOROZ
47728,863.9,349.7,174.2,2.008,0.8671,48248,246.5,0.7805,0.9892,0.8036,0.705,0.007326,0.001116,0.497,0.9978,HOROZ
47751,867.4,350.2,174.1,2.012,0.8677,48360,246.6,0.7825,0.9874,0.7975,0.704,0.007335,0.001111,0.4956,0.9972,HOROZ
47769,853.2,351,174.1,2.016,0.8683,48407,246.6,0.7828,0.9868,0.8246,0.7027,0.007347,0.001105,0.4938,0.9955,HOROZ
47772,872.3,355.9,171.8,2.072,0.8758,48346,246.6,0.6035,0.9881,0.789,0.693,0.00745,0.00106,0.4802,0.9949,HOROZ
47775,852.1,341.7,178.6,1.913,0.8525,48428,246.6,0.7941,0.9865,0.8268,0.7218,0.007152,0.001198,0.521,0.9967,HOROZ
47791,873.6,368.7,165.8,2.224,0.8932,48367,246.7,0.8061,0.9881,0.787,0.669,0.007716,0.0009532,0.4475,0.9955,HOROZ
47793,865.3,338.8,181.1,1.871,0.8451,48460,246.7,0.6855,0.9862,0.8021,0.7282,0.007088,0.001229,0.5302,0.9918,HOROZ
47795,889.2,376.4,162.5,2.316,0.902,48380,246.7,0.7697,0.9879,0.7596,0.6553,0.007876,0.0008959,0.4294,0.9947,HOROZ
47801,863.3,358.6,170.3,2.106,0.8801,48372,246.7,0.7918,0.9882,0.8059,0.6879,0.007502,0.001037,0.4733,0.9968,HOROZ
47803,869.4,362.5,168.3,2.154,0.8857,48426,246.7,0.8184,0.9871,0.7948,0.6805,0.007584,0.001003,0.4631,0.9974,HOROZ
47803,847.5,343,178.4,1.923,0.8541,48298,246.7,0.6185,0.9898,0.8364,0.7193,0.007175,0.001185,0.5174,0.9948,HOROZ
47806,849.4,347.7,176,1.976,0.8624,48423,246.7,0.8106,0.9873,0.8328,0.7096,0.007272,0.001138,0.5036,0.9949,HOROZ
47855,851.9,342.4,179.8,1.904,0.851,48436,246.8,0.781,0.988,0.8287,0.7209,0.007156,0.001192,0.5196,0.9894,HOROZ
47875,872,354.4,172.9,2.049,0.8728,48469,246.9,0.6042,0.9877,0.7911,0.6967,0.007402,0.001076,0.4854,0.9947,HOROZ
47877,885.6,362.6,169.5,2.139,0.884,48644,246.9,0.6789,0.9842,0.7672,0.6809,0.007573,0.001004,0.4637,0.9918,HOROZ
47894,858.6,347,177.5,1.955,0.8592,48717,246.9,0.675,0.9831,0.8164,0.7117,0.007245,0.001146,0.5065,0.9899,HOROZ
47905,865.5,344.6,177.9,1.937,0.8564,48616,247,0.6648,0.9854,0.8037,0.7167,0.007194,0.001171,0.5136,0.9947,HOROZ
47929,896.1,363,169.8,2.138,0.8839,48814,247,0.6863,0.9819,0.75,0.6804,0.007575,0.001002,0.463,0.9899,HOROZ
47930,856.1,345,177.9,1.94,0.8568,48588,247,0.7097,0.9865,0.8218,0.7161,0.007197,0.001168,0.5128,0.9947,HOROZ
47937,853.1,337.2,184.2,1.831,0.8376,48712,247.1,0.8055,0.9841,0.8276,0.7328,0.007033,0.001251,0.5369,0.9829,HOROZ
47959,949.1,328.5,190.1,1.728,0.8154,50202,247.1,0.6416,0.9553,0.669,0.7524,0.006849,0.001354,0.566,0.9779,HOROZ
47977,871.5,361.1,169.5,2.13,0.883,48578,247.2,0.7197,0.9876,0.7938,0.6844,0.007527,0.001019,0.4684,0.9978,HOROZ
48009,871.6,358.7,171.7,2.089,0.8779,48629,247.2,0.8261,0.9873,0.7942,0.6893,0.007471,0.001041,0.4752,0.9925,HOROZ
48012,869,358.4,171.5,2.09,0.878,48670,247.2,0.6107,0.9865,0.7989,0.69,0.007464,0.001043,0.476,0.9947,HOROZ
48016,863.7,356.2,173.2,2.057,0.8739,48678,247.3,0.7468,0.9864,0.8089,0.6941,0.007419,0.001062,0.4817,0.9911,HOROZ
48017,862.7,363,168.8,2.15,0.8852,48462,247.3,0.6457,0.9908,0.8107,0.6811,0.00756,0.001004,0.464,0.9975,HOROZ
48044,859.2,342.7,180,1.904,0.8509,48842,247.3,0.7386,0.9837,0.8178,0.7217,0.007134,0.001193,0.5208,0.9915,HOROZ
48067,852.3,342.9,179,1.915,0.8529,48686,247.4,0.6382,0.9873,0.8316,0.7214,0.007135,0.001192,0.5204,0.9967,HOROZ
48095,874.2,366.3,168.4,2.175,0.8881,48787,247.5,0.8274,0.9858,0.7908,0.6755,0.007616,0.0009785,0.4564,0.9927,HOROZ
48096,861.5,346.1,177.7,1.948,0.8582,48665,247.5,0.7088,0.9883,0.8144,0.715,0.007197,0.00116,0.5112,0.9958,HOROZ
48100,854.8,349.9,175.7,1.991,0.8647,48563,247.5,0.8274,0.9905,0.8273,0.7073,0.007274,0.001123,0.5003,0.996,HOROZ
48148,880.1,356.8,173.2,2.06,0.8743,48911,247.6,0.5915,0.9844,0.7812,0.694,0.00741,0.00106,0.4816,0.9923,HOROZ
48166,864.1,358.8,171.4,2.093,0.8785,48828,247.6,0.7196,0.9864,0.8107,0.6902,0.00745,0.001043,0.4763,0.9971,HOROZ
48166,866.5,345,181.6,1.9,0.8503,49256,247.6,0.75,0.9779,0.8061,0.7177,0.007164,0.001172,0.5151,0.9786,HOROZ
48176,862.9,336.1,185.8,1.809,0.8332,49336,247.7,0.7366,0.9765,0.8131,0.737,0.006976,0.001269,0.5431,0.9823,HOROZ
48178,863.1,359.8,171,2.104,0.8798,48750,247.7,0.7958,0.9883,0.8127,0.6883,0.007469,0.001034,0.4737,0.9968,HOROZ
48186,863.9,353.6,175.2,2.018,0.8686,48932,247.7,0.6984,0.9848,0.8114,0.7004,0.007339,0.00109,0.4906,0.9902,HOROZ
48207,872.3,361.3,170.7,2.116,0.8813,48804,247.7,0.7049,0.9878,0.7962,0.6857,0.007495,0.001022,0.4702,0.9949,HOROZ
48216,862.1,355.4,173.9,2.044,0.8721,48852,247.8,0.6348,0.987,0.8153,0.6972,0.007371,0.001074,0.4861,0.9934,HOROZ
48217,852.6,333.8,186.5,1.79,0.8294,49133,247.8,0.6733,0.9814,0.8335,0.7422,0.006923,0.001296,0.5509,0.9863,HOROZ
48228,892.2,371.2,167.7,2.213,0.8921,48904,247.8,0.6506,0.9862,0.7614,0.6676,0.007696,0.0009431,0.4457,0.9864,HOROZ
48230,860.8,346.2,178.7,1.937,0.8565,48932,247.8,0.6644,0.9857,0.818,0.7159,0.007177,0.001163,0.5125,0.9929,HOROZ
48233,876.7,364.2,169.6,2.148,0.885,48680,247.8,0.8281,0.9908,0.7886,0.6805,0.007551,0.0009985,0.463,0.9945,HOROZ
48233,879.3,359.2,171.9,2.09,0.8781,48857,247.8,0.7676,0.9872,0.7839,0.6899,0.007447,0.001041,0.476,0.9947,HOROZ
48234,852.7,333.6,184.7,1.806,0.8327,48884,247.8,0.8066,0.9867,0.8336,0.7428,0.006917,0.001299,0.5517,0.9963,HOROZ
48269,877.2,356.7,173.2,2.059,0.8741,48781,247.9,0.5991,0.9895,0.7882,0.6951,0.007389,0.001064,0.4831,0.9947,HOROZ
48282,871.6,361.7,172.2,2.101,0.8795,48832,247.9,0.848,0.9887,0.7987,0.6854,0.007492,0.00102,0.4698,0.987,HOROZ
48287,869.9,343.7,180,1.91,0.8519,49001,248,0.6651,0.9854,0.8018,0.7214,0.007118,0.001189,0.5204,0.9937,HOROZ
48290,857,325.5,189.9,1.714,0.8121,49146,248,0.7461,0.9826,0.8263,0.7618,0.006741,0.0014,0.5803,0.9946,HOROZ
48300,851,317.3,199.6,1.59,0.7773,49648,248,0.7047,0.9728,0.838,0.7815,0.00657,0.001512,0.6108,0.9709,HOROZ
48324,876.5,358.6,172.2,2.082,0.8771,48993,248,0.6517,0.9863,0.7905,0.6918,0.00742,0.001048,0.4786,0.9964,HOROZ
48335,869.6,344.8,178.9,1.927,0.8548,48996,248.1,0.6422,0.9865,0.8033,0.7195,0.007133,0.001179,0.5177,0.9975,HOROZ
48343,895.9,383.7,160.7,2.387,0.908,48920,248.1,0.6134,0.9882,0.7569,0.6466,0.007937,0.0008557,0.418,0.998,HOROZ
48377,867.5,356.9,173.3,2.06,0.8743,48946,248.2,0.6064,0.9884,0.8078,0.6953,0.007378,0.001064,0.4835,0.996,HOROZ
48382,870.5,354,175.3,2.02,0.8689,49171,248.2,0.7817,0.984,0.8024,0.701,0.007318,0.00109,0.4914,0.9927,HOROZ
48388,866.2,349.8,177.5,1.97,0.8616,48990,248.2,0.6218,0.9877,0.8104,0.7096,0.007229,0.001131,0.5035,0.992,HOROZ
48396,859.9,351.9,177.2,1.986,0.864,48870,248.2,0.818,0.9903,0.8225,0.7054,0.007271,0.001111,0.4976,0.9882,HOROZ
48396,861,341.8,181.4,1.884,0.8475,48942,248.2,0.7044,0.9888,0.8203,0.7262,0.007063,0.001212,0.5274,0.9936,HOROZ
48396,861,341.8,181.4,1.884,0.8475,48942,248.2,0.7044,0.9888,0.8203,0.7262,0.007063,0.001212,0.5274,0.9936,HOROZ
48401,887.6,366.9,172.5,2.126,0.8825,49563,248.2,0.6934,0.9766,0.7721,0.6766,0.00758,0.00098,0.4578,0.9734,HOROZ
48404,865,355.7,174.2,2.042,0.8719,49075,248.3,0.7903,0.9863,0.813,0.698,0.007348,0.001076,0.4871,0.9949,HOROZ
48416,871,358.1,173.3,2.067,0.8752,49103,248.3,0.6198,0.986,0.802,0.6933,0.007397,0.001054,0.4807,0.9935,HOROZ
48421,892.2,351.8,175.9,2,0.866,49144,248.3,0.7997,0.9853,0.7645,0.7059,0.007265,0.001113,0.4983,0.9964,HOROZ
48423,858.8,351.4,176.2,1.995,0.8652,49003,248.3,0.7315,0.9882,0.825,0.7065,0.007258,0.001116,0.4992,0.9957,HOROZ
48429,864.1,355.5,173.8,2.045,0.8724,48948,248.3,0.6754,0.9894,0.815,0.6984,0.007342,0.001077,0.4878,0.9977,HOROZ
48436,835,326.3,189.4,1.722,0.8142,49032,248.3,0.7025,0.9878,0.8731,0.7611,0.006737,0.001394,0.5792,0.9977,HOROZ
48452,876.4,362.6,170.9,2.122,0.8819,49090,248.4,0.6098,0.987,0.7926,0.6849,0.007484,0.001016,0.4691,0.9953,HOROZ
48480,884.3,364,170,2.141,0.8842,49042,248.4,0.7011,0.9885,0.779,0.6826,0.007508,0.001005,0.4659,0.9976,HOROZ
48487,926.8,376.1,165.3,2.275,0.8982,49454,248.5,0.5864,0.9804,0.7094,0.6606,0.007757,0.0009112,0.4364,0.9929,HOROZ
48492,875.9,351.4,176.2,1.995,0.8653,49121,248.5,0.6175,0.9872,0.7944,0.707,0.007247,0.001117,0.4999,0.9971,HOROZ
48519,896.3,360.7,174.1,2.072,0.8758,50026,248.5,0.6207,0.9699,0.759,0.689,0.007435,0.001034,0.4747,0.9834,HOROZ
48545,890.5,361,171.9,2.1,0.8793,49372,248.6,0.6011,0.9832,0.7692,0.6887,0.007436,0.001032,0.4743,0.9961,HOROZ
48563,875.4,352.9,176.5,1.999,0.8659,49298,248.7,0.6805,0.9851,0.7963,0.7046,0.007268,0.001105,0.4964,0.9924,HOROZ
48566,890,366.7,169.2,2.168,0.8872,49318,248.7,0.6057,0.9848,0.7704,0.678,0.007551,0.0009845,0.4597,0.9965,HOROZ
48604,862.4,346.6,179.1,1.936,0.8562,49119,248.8,0.6234,0.9895,0.8213,0.7177,0.007132,0.001167,0.515,0.9969,HOROZ
48609,868.2,341,182.6,1.868,0.8446,49294,248.8,0.7677,0.9861,0.8104,0.7296,0.007015,0.001226,0.5323,0.9942,HOROZ
48618,888.7,373.8,166.3,2.248,0.8956,49190,248.8,0.7832,0.9884,0.7736,0.6655,0.007689,0.0009306,0.4429,0.9956,HOROZ
48623,896.6,360.6,173.7,2.076,0.8763,49603,248.8,0.591,0.9802,0.7601,0.6899,0.007417,0.001037,0.476,0.9882,HOROZ
48623,896.6,360.6,173.7,2.076,0.8763,49603,248.8,0.591,0.9802,0.7601,0.6899,0.007417,0.001037,0.476,0.9882,HOROZ
48633,863.6,350.3,178.2,1.966,0.861,49198,248.8,0.7477,0.9885,0.8194,0.7104,0.007203,0.001131,0.5046,0.9922,HOROZ
48641,861.1,343.1,182.7,1.878,0.8464,49333,248.9,0.7967,0.986,0.8244,0.7254,0.007053,0.001205,0.5262,0.9881,HOROZ
48650,890.4,372.9,167.2,2.23,0.8938,49301,248.9,0.5869,0.9868,0.7711,0.6674,0.007666,0.000938,0.4454,0.9932,HOROZ
48686,874.5,351.9,177,1.988,0.8643,49362,249,0.6482,0.9863,0.8,0.7076,0.007227,0.001118,0.5007,0.9956,HOROZ
48701,900.3,380.9,163.7,2.327,0.9029,49472,249,0.7999,0.9844,0.755,0.6538,0.00782,0.0008816,0.4275,0.9948,HOROZ
48733,863.3,353.5,177.2,1.994,0.8652,49160,249.1,0.6943,0.9913,0.8216,0.7047,0.007253,0.001104,0.4966,0.9904,HOROZ
48744,866,332.3,188.1,1.767,0.8244,49426,249.1,0.8176,0.9862,0.8167,0.7497,0.006817,0.001328,0.5621,0.9932,HOROZ
48745,869.3,359.1,174.4,2.058,0.874,49367,249.1,0.8167,0.9874,0.8106,0.6938,0.007366,0.001053,0.4814,0.9909,HOROZ
48746,866,345.4,181.1,1.908,0.8516,49435,249.1,0.6674,0.9861,0.8168,0.7213,0.007085,0.001183,0.5203,0.9925,HOROZ
48761,883.7,368.4,169.4,2.174,0.8879,49263,249.2,0.7189,0.9898,0.7847,0.6764,0.007555,0.0009755,0.4575,0.9947,HOROZ
48761,878.8,363.8,171.4,2.122,0.8821,49402,249.2,0.6059,0.987,0.7934,0.6849,0.007461,0.001013,0.4691,0.9957,HOROZ
48762,873.6,347.9,181.5,1.916,0.853,49613,249.2,0.6132,0.9828,0.8029,0.7163,0.007134,0.001158,0.5131,0.9832,HOROZ
48767,864.5,349,179,1.95,0.8585,49323,249.2,0.6166,0.9887,0.82,0.7139,0.007157,0.001147,0.5097,0.9937,HOROZ
48773,883,371.1,168.3,2.205,0.8913,49313,249.2,0.8234,0.989,0.7861,0.6715,0.007609,0.0009543,0.4509,0.9943,HOROZ
48788,864.7,356.7,175.2,2.036,0.871,49393,249.2,0.7637,0.9878,0.8199,0.6988,0.007311,0.001075,0.4883,0.994,HOROZ
48797,879.9,368.5,169.2,2.178,0.8884,49261,249.3,0.8002,0.9906,0.792,0.6765,0.007551,0.0009755,0.4576,0.9967,HOROZ
48841,881,347.4,179.5,1.935,0.8561,49511,249.4,0.6269,0.9865,0.7908,0.7179,0.007112,0.001165,0.5154,0.9972,HOROZ
48842,874.6,349.8,178.5,1.96,0.86,49513,249.4,0.6187,0.9864,0.8025,0.7129,0.007162,0.001141,0.5083,0.996,HOROZ
48859,863.9,352.7,177.4,1.988,0.8642,49441,249.4,0.8026,0.9882,0.8227,0.7073,0.007218,0.001114,0.5002,0.9943,HOROZ
48864,871.1,357.8,174.7,2.048,0.8727,49592,249.4,0.6256,0.9853,0.8091,0.6972,0.007321,0.001067,0.4861,0.9957,HOROZ
48877,869.7,351.7,177.7,1.979,0.863,49474,249.5,0.7347,0.9879,0.812,0.7093,0.007196,0.001123,0.5031,0.9956,HOROZ
48884,887.6,373.1,167.5,2.228,0.8936,49392,249.5,0.6,0.9897,0.7797,0.6686,0.007633,0.000941,0.447,0.996,HOROZ
48885,897.5,363.8,171.9,2.116,0.8813,49642,249.5,0.5991,0.9848,0.7626,0.6858,0.007442,0.001015,0.4703,0.995,HOROZ
48918,873.7,356.7,175.4,2.034,0.8708,49448,249.6,0.6153,0.9893,0.8054,0.6997,0.007292,0.001078,0.4895,0.9958,HOROZ
48922,869.4,353.3,177.9,1.986,0.864,49410,249.6,0.6344,0.9901,0.8133,0.7064,0.007222,0.001109,0.499,0.991,HOROZ
48924,872.8,364.5,171.3,2.128,0.8827,49469,249.6,0.7638,0.989,0.807,0.6847,0.007451,0.00101,0.4688,0.9978,HOROZ
48955,898,356.7,176.2,2.024,0.8695,49899,249.7,0.691,0.9811,0.7629,0.6998,0.007287,0.001078,0.4898,0.9915,HOROZ
