# source: https://data.world/data-society/european-soccer-data
country,date,home_team,away_team,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
Italy,2015-08-23,Juventus,Udinese,0,1,1.29,5.5,11.0,1.3,5.0,10.0,1.3,5.0,9.0
Italy,2015-08-22,Lazio,Bologna,2,1,1.5,4.2,7.0,1.5,3.8,7.0,1.5,4.0,6.1
Italy,2015-08-23,Palermo,Genoa,1,0,2.2,3.4,3.3,2.25,3.1,3.3,2.3,3.3,2.9
Italy,2015-08-23,Sampdoria,Carpi,5,2,1.8,3.5,4.75,1.75,3.3,5.0,1.8,3.5,4.2
Italy,2015-08-23,Sassuolo,Napoli,2,1,4.33,3.75,1.8,4.5,3.4,1.8,4.0,3.45,1.85
Italy,2015-10-28,Atalanta,Lazio,2,1,2.9,3.3,2.38,2.9,3.25,2.4,2.9,3.3,2.3
Italy,2015-10-27,Bologna,Inter,0,1,5.0,3.5,1.75,4.4,3.5,1.8,4.2,3.5,1.8
Italy,2015-10-28,Frosinone,Carpi,2,1,2.2,3.4,3.2,2.35,3.2,3.0,2.3,3.2,3.0
Italy,2015-10-28,Hellas Verona,Fiorentina,0,2,4.2,3.5,1.85,4.0,3.4,1.9,3.8,3.45,1.9
Italy,2015-10-28,Milan,Chievo Verona,1,0,1.67,3.6,5.5,1.7,3.6,5.0,1.7,3.6,4.7
Italy,2015-10-28,Napoli,Palermo,2,0,1.29,5.5,10.0,1.3,5.0,9.75,1.3,5.0,9.0
Italy,2015-10-28,Roma,Udinese,3,1,1.4,4.33,8.0,1.42,4.33,7.25,1.4,4.4,7.3
Italy,2015-10-29,Sampdoria,Empoli,1,1,2.2,3.25,3.3,2.25,3.2,3.2,2.2,3.2,3.2
Italy,2015-10-28,Sassuolo,Juventus,1,0,4.75,3.6,1.75,4.6,3.6,1.75,4.5,3.5,1.75
Italy,2015-10-28,Torino,Genoa,3,3,2.0,3.3,3.75,2.0,3.3,3.8,2.0,3.3,3.6
Italy,2015-11-01,Bologna,Atalanta,3,0,2.9,3.1,2.6,2.85,3.0,2.6,2.6,3.2,2.6
Italy,2015-11-01,Carpi,Hellas Verona,0,0,2.3,3.25,3.25,2.3,3.3,3.0,2.2,3.3,3.1
Italy,2015-11-02,Chievo Verona,Sampdoria,1,1,2.05,3.3,3.8,2.1,3.2,3.6,2.2,3.2,3.2
Italy,2015-11-01,Fiorentina,Frosinone,4,1,1.22,6.0,15.0,1.22,6.0,11.5,1.25,5.5,10.3
Italy,2015-11-01,Genoa,Napoli,0,0,4.5,3.6,1.83,4.6,3.25,1.83,3.8,3.45,1.9
Italy,2015-10-31,Inter,Roma,1,0,2.9,3.3,2.5,2.9,3.3,2.5,2.6,3.2,2.6
Italy,2015-10-31,Juventus,Torino,2,1,1.57,3.8,6.5,1.57,3.5,6.75,1.65,3.6,5.1
Italy,2015-11-01,Lazio,Milan,1,3,2.0,3.3,4.0,2.05,3.25,4.0,2.0,3.3,3.6
Italy,2015-11-02,Palermo,Empoli,0,1,2.25,3.2,3.4,2.25,3.1,3.25,2.1,3.2,3.4
Italy,2015-11-01,Udinese,Sassuolo,0,0,2.25,3.3,3.3,2.4,3.2,2.95,2.3,3.2,3.0
Italy,2015-11-08,Empoli,Juventus,1,3,5.25,3.5,1.75,4.5,3.4,1.8,4.7,3.6,1.7
Italy,2015-11-08,Frosinone,Genoa,2,2,3.4,3.3,2.2,3.2,3.25,2.2,3.0,3.2,2.3
Italy,2015-11-07,Hellas Verona,Bologna,0,2,2.2,3.3,3.4,2.2,3.2,3.3,2.3,3.2,3.0
Italy,2015-11-07,Milan,Atalanta,0,0,1.67,3.75,5.5,1.67,3.6,5.25,1.65,3.6,5.1
Italy,2015-11-08,Napoli,Udinese,1,0,1.22,6.5,13.0,1.25,5.5,11.0,1.27,5.2,10.0
Italy,2015-11-08,Palermo,Chievo Verona,1,0,2.3,3.2,3.3,2.3,3.0,3.3,2.3,3.2,3.0
Italy,2015-11-08,Roma,Lazio,2,0,1.91,3.5,4.2,1.95,3.4,3.8,2.0,3.3,3.6
Italy,2015-11-08,Sampdoria,Fiorentina,0,2,3.75,3.4,2.05,3.75,3.3,2.0,3.6,3.3,2.0
Italy,2015-11-08,Sassuolo,Carpi,1,0,1.73,3.6,5.25,1.7,3.5,5.0,1.7,3.6,4.7
Italy,2015-11-08,Torino,Inter,0,1,2.75,3.2,2.7,2.8,3.1,2.7,2.6,3.2,2.6
Italy,2015-11-22,Atalanta,Torino,0,1,2.6,3.2,2.88,2.6,3.2,2.95,2.5,3.15,2.8
Italy,2015-11-21,Bologna,Roma,2,2,5.0,3.6,1.75,5.0,3.6,1.75,4.7,3.6,1.7
Italy,2015-11-22,Carpi,Chievo Verona,1,2,2.8,3.0,2.75,2.8,3.1,2.8,2.7,3.1,2.6
Italy,2015-11-22,Fiorentina,Empoli,2,2,1.5,4.2,7.0,1.5,4.1,6.25,1.5,4.0,6.1
Italy,2015-11-22,Genoa,Sassuolo,2,1,2.05,3.3,3.8,2.05,3.4,3.5,2.1,3.3,3.3
Italy,2015-11-22,Hellas Verona,Napoli,0,2,8.0,4.75,1.4,7.75,4.6,1.42,7.3,4.4,1.4
Italy,2015-11-22,Inter,Frosinone,4,0,1.2,6.5,17.0,1.2,6.75,14.0,1.2,5.8,13.0
Italy,2015-11-21,Juventus,Milan,1,0,1.62,3.6,6.5,1.62,3.6,6.5,1.6,3.7,5.4
Italy,2015-11-22,Lazio,Palermo,1,1,1.45,4.33,7.5,1.45,4.2,7.0,1.5,4.0,6.1
Italy,2015-11-22,Udinese,Sampdoria,1,0,2.15,3.3,3.6,2.2,3.3,3.4,2.1,3.3,3.3
Italy,2015-11-29,Chievo Verona,Udinese,2,3,2.1,3.2,3.8,2.2,3.0,3.5,2.2,3.2,3.2
Italy,2015-11-29,Empoli,Lazio,1,0,2.9,3.3,2.5,2.75,3.25,2.5,2.9,3.3,2.3
Italy,2015-11-29,Frosinone,Hellas Verona,3,2,2.6,3.2,2.8,2.6,3.1,2.75,2.4,3.2,2.85
Italy,2015-11-29,Genoa,Carpi,1,2,1.62,3.8,6.0,1.57,3.6,6.5,1.55,3.9,5.6
Italy,2015-11-28,Milan,Sampdoria,4,1,1.57,4.0,6.0,1.6,3.7,6.5,1.65,3.6,5.1
Italy,2015-11-30,Napoli,Inter,2,1,1.67,3.75,5.5,1.7,3.6,5.5,1.75,3.5,4.5
Italy,2015-11-29,Palermo,Juventus,0,3,7.0,3.75,1.57,6.0,3.7,1.62,5.4,3.7,1.6
Italy,2015-11-29,Roma,Atalanta,0,2,1.5,4.33,6.5,1.5,4.0,7.5,1.45,4.0,7.0
Italy,2015-11-30,Sassuolo,Fiorentina,1,1,3.75,3.3,2.1,3.4,3.3,2.1,3.2,3.2,2.2
Italy,2015-11-28,Torino,Bologna,2,0,1.62,3.8,6.0,1.67,3.25,6.0,1.7,3.6,4.7
Italy,2015-12-06,Atalanta,Palermo,3,0,1.83,3.5,4.5,1.85,3.3,4.33,1.85,3.4,4.1
Italy,2015-12-06,Bologna,Napoli,3,2,8.0,4.33,1.44,7.0,4.1,1.5,7.0,4.0,1.45
Italy,2015-12-06,Carpi,Milan,0,0,5.0,3.6,1.75,5.0,3.6,1.75,4.5,3.5,1.75
Italy,2015-12-06,Fiorentina,Udinese,3,0,1.44,4.5,7.5,1.5,4.0,6.5,1.55,3.9,5.6
Italy,2015-12-06,Frosinone,Chievo Verona,0,2,3.1,3.2,2.4,3.1,3.0,2.4,2.75,3.2,2.5
Italy,2015-12-06,Hellas Verona,Empoli,0,1,3.0,3.1,2.5,2.9,3.1,2.6,2.75,3.2,2.5
Italy,2015-12-05,Inter,Genoa,1,0,1.62,4.0,5.5,1.65,3.8,5.5,1.5,4.0,6.1
Italy,2015-12-04,Lazio,Juventus,0,2,3.6,3.25,2.15,3.4,3.3,2.2,3.3,3.3,2.1
Italy,2015-12-06,Sampdoria,Sassuolo,1,3,2.38,3.2,3.2,2.4,3.1,3.0,2.3,3.2,3.0
Italy,2015-12-05,Torino,Roma,1,1,2.75,3.1,2.7,2.8,3.0,2.8,2.65,3.1,2.65
Italy,2015-12-13,Chievo Verona,Atalanta,1,0,2.4,3.1,3.2,2.5,3.1,3.1,2.5,3.1,2.8
Italy,2015-12-13,Empoli,Carpi,3,0,1.67,3.75,5.5,1.7,3.6,5.5,1.7,3.6,4.7
Italy,2015-12-12,Genoa,Bologna,0,1,1.91,3.4,4.33,2.0,3.2,4.2,2.0,3.2,3.75
Italy,2015-12-13,Juventus,Fiorentina,3,1,1.67,3.75,5.5,1.67,3.5,6.0,1.65,3.6,5.1
Italy,2015-12-14,Lazio,Sampdoria,1,1,1.45,4.2,8.0,1.5,4.1,7.0,1.5,4.0,6.1
Italy,2015-12-13,Milan,Hellas Verona,1,1,1.36,4.75,9.0,1.36,5.0,8.75,1.35,4.8,7.6
Italy,2015-12-13,Napoli,Roma,0,0,1.57,4.33,5.5,1.65,3.75,6.0,1.6,3.7,5.4
Italy,2015-12-12,Palermo,Frosinone,4,1,1.7,3.8,5.0,1.75,3.6,5.0,1.75,3.5,4.5
Italy,2016-01-20,Sassuolo,Torino,1,1,2.5,3.1,3.1,2.6,3.1,2.95,2.4,3.3,2.75
Italy,2015-12-12,Udinese,Inter,0,4,4.0,3.3,2.0,3.9,3.25,2.05,3.6,3.3,2.0
Italy,2015-12-20,Atalanta,Napoli,1,3,6.0,3.8,1.62,5.75,3.7,1.65,4.7,3.6,1.7
Italy,2015-12-19,Bologna,Empoli,2,3,2.5,3.1,3.1,2.5,3.1,3.1,2.3,3.2,3.0
Italy,2015-12-20,Carpi,Juventus,2,3,11.0,4.5,1.36,9.5,4.33,1.4,7.3,4.4,1.4
Italy,2015-12-20,Fiorentina,Chievo Verona,2,0,1.44,4.33,8.0,1.48,4.2,7.25,1.5,4.0,6.1
Italy,2015-12-20,Frosinone,Milan,2,4,5.5,3.8,1.67,5.0,3.6,1.75,4.2,3.5,1.8
Italy,2015-12-20,Hellas Verona,Sassuolo,1,1,2.7,3.3,2.63,2.75,3.2,2.65,2.6,3.2,2.6
Italy,2015-12-20,Inter,Lazio,1,2,1.75,3.6,5.0,1.75,3.6,5.0,1.75,3.5,4.5
Italy,2015-12-20,Roma,Genoa,2,0,1.5,4.33,6.5,1.5,4.33,6.5,1.5,4.0,6.1
Italy,2015-12-20,Sampdoria,Palermo,2,0,2.15,3.3,3.5,2.15,3.3,3.5,2.1,3.3,3.3
Italy,2015-12-20,Torino,Udinese,0,1,1.67,3.75,5.5,1.72,3.5,5.5,1.75,3.5,4.5
Italy,2016-01-06,Chievo Verona,Roma,3,3,3.4,3.3,2.2,3.4,3.2,2.25,2.9,3.3,2.3
Italy,2016-01-06,Empoli,Inter,0,1,3.4,3.2,2.25,3.4,3.2,2.25,3.2,3.2,2.2
Italy,2016-01-05,Genoa,Sampdoria,2,3,2.25,3.2,3.4,2.3,3.1,3.4,2.2,3.2,3.2
Italy,2016-01-06,Juventus,Hellas Verona,3,0,1.17,7.0,19.0,1.18,7.0,16.0,1.15,7.0,15.0
Italy,2016-01-06,Lazio,Carpi,0,0,1.4,4.75,8.0,1.4,4.33,9.5,1.4,4.4,7.3
Italy,2016-01-06,Milan,Bologna,0,1,1.5,4.2,7.0,1.55,4.0,6.5,1.5,4.0,6.1
Italy,2016-01-06,Napoli,Torino,2,1,1.36,5.0,9.0,1.4,4.5,8.75,1.4,4.4,7.3
Italy,2016-01-06,Palermo,Fiorentina,1,3,4.33,3.6,1.83,4.5,3.5,1.85,3.8,3.45,1.9
Italy,2016-01-06,Sassuolo,Frosinone,2,2,1.53,4.0,7.0,1.57,4.1,6.0,1.65,3.6,5.1
Italy,2016-01-06,Udinese,Atalanta,2,1,2.2,3.25,3.5,2.3,3.0,3.5,2.3,3.2,3.0
Italy,2016-01-10,Atalanta,Genoa,0,2,2.38,3.1,3.3,2.35,3.2,3.2,2.3,3.1,3.1
Italy,2016-01-10,Bologna,Chievo Verona,0,1,2.3,3.1,3.4,2.4,3.1,3.2,2.4,3.1,2.95
Italy,2016-01-09,Carpi,Udinese,2,1,3.1,3.1,2.5,3.0,3.1,2.55,2.6,3.2,2.6
Italy,2016-01-09,Fiorentina,Lazio,1,3,1.8,3.5,4.75,1.85,3.5,4.5,1.85,3.45,4.0
Italy,2016-01-10,Frosinone,Napoli,1,5,13.0,6.5,1.22,11.5,6.25,1.25,9.0,5.0,1.3
Italy,2016-01-10,Hellas Verona,Palermo,0,1,2.2,3.3,3.4,2.35,3.25,3.2,2.3,3.1,3.1
Italy,2016-01-10,Inter,Sassuolo,0,1,1.57,4.0,6.5,1.62,3.75,6.0,1.55,3.9,5.6
Italy,2016-01-09,Roma,Milan,1,1,2.0,3.5,3.8,2.0,3.3,4.0,2.0,3.3,3.6
Italy,2016-01-10,Sampdoria,Juventus,1,2,7.5,4.0,1.5,7.0,4.1,1.5,7.0,4.0,1.45
Italy,2016-01-10,Torino,Empoli,0,1,1.95,3.3,4.33,1.91,3.3,4.4,1.9,3.3,4.0
Italy,2015-08-30,Atalanta,Frosinone,2,0,1.75,3.5,5.25,1.75,3.4,5.0,1.8,3.5,4.2
Italy,2015-08-29,Bologna,Sassuolo,0,1,2.25,3.3,3.3,2.3,3.0,3.3,2.3,3.2,3.0
Italy,2015-08-30,Carpi,Inter,1,2,4.5,3.5,1.85,4.2,3.4,1.85,4.5,3.5,1.75
Italy,2015-08-30,Chievo Verona,Lazio,4,0,3.4,3.3,2.2,3.25,3.2,2.2,3.1,3.2,2.25
Italy,2015-08-30,Genoa,Hellas Verona,2,0,2.0,3.5,3.8,2.05,3.3,3.6,2.0,3.3,3.6
Italy,2015-08-29,Milan,Empoli,2,1,1.5,4.2,7.0,1.5,4.1,6.25,1.45,4.0,7.0
Italy,2015-08-30,Napoli,Sampdoria,2,2,1.44,4.5,7.5,1.5,4.1,6.25,1.55,3.9,5.6
Italy,2015-08-30,Roma,Juventus,2,1,2.6,3.2,2.8,2.65,3.3,2.85,2.6,3.2,2.6
Italy,2015-08-30,Torino,Fiorentina,3,1,2.5,3.2,3.0,2.6,3.0,2.85,2.6,3.2,2.6
Italy,2015-08-30,Udinese,Palermo,0,1,2.15,3.3,3.6,2.15,3.2,3.4,2.1,3.3,3.3
Italy,2016-01-17,Chievo Verona,Empoli,1,1,2.5,3.2,3.0,2.6,3.0,3.0,2.5,3.1,2.8
Italy,2016-01-17,Milan,Fiorentina,2,0,2.4,3.2,3.1,2.45,3.1,3.1,2.5,3.2,2.75
Italy,2016-01-16,Torino,Frosinone,4,2,1.3,5.5,10.0,1.3,5.5,10.0,1.33,4.8,8.3
Italy,2016-01-17,Roma,Hellas Verona,1,1,1.33,5.25,9.5,1.36,5.0,8.75,1.37,4.6,7.5
Italy,2016-01-16,Atalanta,Inter,1,1,3.75,3.4,2.05,3.8,3.2,2.1,3.3,3.3,2.1
Italy,2016-01-17,Udinese,Juventus,0,4,6.5,3.75,1.57,6.5,3.9,1.57,6.1,4.0,1.5
Italy,2016-01-17,Bologna,Lazio,2,2,3.75,3.3,2.1,3.7,3.2,2.15,3.1,3.1,2.3
Italy,2016-01-17,Genoa,Palermo,4,0,1.8,3.5,4.75,1.8,3.5,4.75,1.9,3.45,3.8
Italy,2016-01-17,Carpi,Sampdoria,2,1,2.6,3.25,2.8,2.7,3.1,2.8,2.6,3.2,2.6
Italy,2016-01-16,Napoli,Sassuolo,3,1,1.29,5.75,10.0,1.28,5.5,11.5,1.3,5.0,9.0
Italy,2016-01-23,Frosinone,Atalanta,0,0,3.5,3.4,2.1,3.4,3.3,2.2,3.1,3.3,2.2
Italy,2016-01-24,Sassuolo,Bologna,0,2,1.8,3.5,4.75,1.85,3.5,4.4,1.85,3.4,4.1
Italy,2016-01-24,Inter,Carpi,1,1,1.36,4.75,9.5,1.36,5.0,9.0,1.45,4.0,7.0
Italy,2016-01-24,Lazio,Chievo Verona,4,1,1.67,3.6,5.75,1.67,3.7,5.5,1.7,3.6,4.7
Italy,2016-01-24,Hellas Verona,Genoa,1,1,2.9,3.25,2.5,3.0,3.1,2.55,2.65,3.3,2.5
Italy,2016-01-23,Empoli,Milan,2,2,3.1,3.25,2.4,3.0,3.2,2.45,2.75,3.2,2.5
Italy,2016-01-24,Sampdoria,Napoli,2,4,6.5,4.33,1.5,6.5,4.33,1.5,7.0,4.0,1.45
Italy,2016-01-24,Juventus,Roma,1,0,1.62,3.8,6.0,1.67,3.5,6.0,1.6,3.7,5.4
Italy,2016-01-24,Fiorentina,Torino,2,0,1.8,3.5,4.75,1.85,3.5,4.5,1.8,3.4,4.4
Italy,2016-01-24,Palermo,Udinese,4,1,2.8,3.1,2.7,2.8,3.1,2.7,2.65,3.1,2.65
Italy,2016-01-31,Napoli,Empoli,5,1,1.25,6.0,12.0,1.3,5.5,10.5,1.3,5.0,9.0
Italy,2016-01-31,Genoa,Fiorentina,0,0,3.1,3.4,2.3,3.0,3.4,2.35,2.85,3.2,2.4
Italy,2016-01-30,Roma,Frosinone,3,1,1.22,6.0,15.0,1.22,6.25,14.0,1.22,5.5,12.0
Italy,2016-01-31,Torino,Hellas Verona,0,0,1.5,4.0,7.5,1.5,4.0,7.25,1.5,4.0,6.1
Italy,2016-01-31,Milan,Inter,3,0,2.3,3.3,3.2,2.5,3.2,3.0,2.6,3.2,2.6
Italy,2016-01-31,Chievo Verona,Juventus,0,4,7.5,3.8,1.53,7.25,3.75,1.55,6.1,4.0,1.5
Italy,2016-01-31,Udinese,Lazio,0,0,3.3,3.3,2.25,3.2,3.2,2.35,2.85,3.2,2.4
Italy,2016-01-30,Carpi,Palermo,1,1,2.15,3.2,3.75,2.25,3.25,3.4,2.3,3.1,3.1
Italy,2016-01-31,Bologna,Sampdoria,3,2,2.05,3.3,3.8,2.15,3.3,3.5,2.3,3.1,3.1
Italy,2016-01-30,Atalanta,Sassuolo,1,1,2.5,3.2,3.0,2.5,3.25,2.9,2.4,3.1,2.95
Italy,2016-02-03,Hellas Verona,Atalanta,2,1,2.4,3.3,3.0,2.5,3.25,2.9,2.5,3.3,2.65
Italy,2016-02-03,Frosinone,Bologna,1,0,3.1,3.25,2.4,3.1,3.3,2.35,2.9,3.3,2.3
Italy,2016-02-03,Fiorentina,Carpi,2,1,1.4,4.5,9.0,1.42,4.5,8.0,1.4,4.4,7.3
Italy,2016-02-03,Inter,Chievo Verona,1,0,1.57,3.8,6.5,1.57,3.75,6.75,1.55,3.9,5.6
Italy,2016-02-03,Juventus,Genoa,1,0,1.22,6.0,15.0,1.25,5.75,12.5,1.25,5.5,10.3
Italy,2016-02-03,Palermo,Milan,0,2,4.0,3.6,1.91,4.0,3.6,1.91,3.6,3.3,2.0
Italy,2016-02-03,Lazio,Napoli,0,2,4.0,3.6,1.91,4.2,3.5,1.91,3.6,3.3,2.0
Italy,2016-02-02,Sassuolo,Roma,0,2,3.1,3.25,2.38,3.2,3.1,2.4,3.2,3.2,2.2
Italy,2016-02-03,Sampdoria,Torino,2,2,2.75,3.2,2.7,2.7,3.2,2.7,2.6,3.2,2.6
Italy,2016-02-03,Empoli,Udinese,1,1,2.1,3.3,3.75,2.05,3.3,3.8,2.0,3.3,3.6
Italy,2016-02-07,Napoli,Carpi,1,0,1.14,8.0,21.0,1.16,7.5,18.0,1.15,7.0,15.0
Italy,2016-02-07,Torino,Chievo Verona,1,2,1.67,3.75,5.75,1.75,3.6,5.0,1.75,3.5,4.5
Italy,2016-02-07,Atalanta,Empoli,0,0,2.38,3.2,3.2,2.4,3.1,3.2,2.5,3.1,2.8
Italy,2016-02-06,Bologna,Fiorentina,1,1,3.6,3.4,2.1,3.5,3.3,2.15,3.3,3.3,2.1
Italy,2016-02-07,Hellas Verona,Inter,3,3,4.33,3.75,1.83,4.33,3.5,1.87,4.0,3.45,1.85
Italy,2016-02-07,Frosinone,Juventus,0,2,13.0,6.5,1.22,14.0,5.5,1.25,10.3,5.5,1.25
Italy,2016-02-06,Genoa,Lazio,0,0,2.63,3.2,2.8,2.65,3.2,2.8,2.6,3.2,2.6
Italy,2016-02-07,Sassuolo,Palermo,2,2,1.85,3.5,4.5,1.83,3.4,4.75,1.9,3.45,3.8
Italy,2016-02-07,Roma,Sampdoria,2,1,1.44,4.33,8.0,1.44,4.33,8.0,1.4,4.4,7.3
Italy,2016-02-07,Milan,Udinese,1,1,1.55,3.8,7.0,1.55,4.0,6.5,1.5,4.0,6.1
Italy,2016-02-14,Sampdoria,Atalanta,0,0,2.1,3.25,3.75,2.15,3.25,3.6,2.0,3.3,3.6
Italy,2016-02-14,Udinese,Bologna,0,1,2.1,3.2,3.8,2.1,3.2,3.9,2.0,3.3,3.6
Italy,2016-02-13,Empoli,Frosinone,1,2,1.53,4.2,6.0,1.57,3.9,6.25,1.65,3.7,4.9
Italy,2016-02-14,Milan,Genoa,2,1,1.62,3.8,6.0,1.7,3.8,5.0,1.7,3.6,4.7
Italy,2016-02-11,Lazio,Hellas Verona,5,2,1.5,4.33,6.0,1.5,4.2,7.0,1.6,3.7,5.4
Italy,2016-02-14,Fiorentina,Inter,2,1,2.25,3.2,3.4,2.3,3.25,3.25,2.2,3.2,3.2
Italy,2016-02-13,Juventus,Napoli,1,0,2.05,3.3,3.8,2.2,3.1,3.6,1.9,3.45,3.8
Italy,2016-02-12,Carpi,Roma,1,3,4.33,3.6,1.83,4.4,3.5,1.85,4.0,3.45,1.85
Italy,2016-02-13,Chievo Verona,Sassuolo,1,1,2.7,3.0,2.9,2.65,3.1,2.85,2.5,3.0,2.9
Italy,2016-02-14,Palermo,Torino,1,3,3.2,3.2,2.38,3.1,3.2,2.4,2.8,3.1,2.5
Italy,2016-02-21,Torino,Carpi,0,0,1.53,3.8,6.5,1.57,3.8,6.5,1.6,3.9,5.0
Italy,2016-02-20,Hellas Verona,Chievo Verona,3,1,2.38,3.2,3.2,2.4,3.2,3.1,2.3,3.2,3.0
Italy,2016-02-21,Sassuolo,Empoli,3,2,2.0,3.2,4.2,2.0,3.2,4.2,2.2,3.1,3.3
Italy,2016-02-21,Atalanta,Fiorentina,2,3,3.75,3.3,2.1,3.7,3.25,2.1,3.5,3.3,2.05
Italy,2016-02-19,Bologna,Juventus,0,0,7.5,3.6,1.57,7.0,3.5,1.6,6.1,4.0,1.5
Italy,2016-02-21,Frosinone,Lazio,0,0,5.5,3.6,1.7,5.0,3.7,1.72,4.2,3.5,1.8
Italy,2016-02-22,Napoli,Milan,1,1,1.57,4.0,6.0,1.57,4.0,6.0,1.65,3.6,5.1
Italy,2016-02-21,Roma,Palermo,5,0,1.29,5.5,10.5,1.34,5.0,9.75,1.35,4.8,7.6
Italy,2016-02-20,Inter,Sampdoria,3,1,1.55,4.0,6.5,1.57,4.1,6.0,1.55,3.9,5.6
Italy,2016-02-21,Genoa,Udinese,2,1,1.95,3.3,4.2,2.05,3.25,4.0,2.2,3.1,3.3
Italy,2016-02-28,Carpi,Atalanta,1,1,2.3,3.1,3.3,2.35,3.1,3.3,2.4,3.2,2.85
Italy,2016-02-28,Palermo,Bologna,0,0,2.63,3.2,2.7,2.8,3.0,2.8,2.4,3.2,2.85
Italy,2016-02-28,Sampdoria,Frosinone,2,0,1.62,3.75,5.5,1.62,3.7,6.0,1.75,3.5,4.5
Italy,2016-02-28,Chievo Verona,Genoa,1,0,3.0,3.0,2.5,3.25,3.0,2.45,2.75,3.2,2.5
Italy,2016-02-28,Udinese,Hellas Verona,2,0,1.95,3.5,3.8,2.1,3.3,3.75,1.9,3.45,3.8
Italy,2016-02-28,Juventus,Inter,2,0,1.57,3.8,6.0,1.6,3.6,6.75,1.55,3.9,5.6
Italy,2016-02-29,Fiorentina,Napoli,1,1,3.2,3.3,2.25,3.0,3.3,2.4,2.85,3.2,2.4
Italy,2016-02-27,Empoli,Roma,1,3,4.5,3.5,1.8,4.75,3.4,1.83,4.2,3.5,1.8
Italy,2016-02-29,Lazio,Sassuolo,0,2,1.65,3.75,5.25,1.75,3.6,5.0,1.75,3.5,4.5
Italy,2016-02-27,Milan,Torino,1,0,1.73,3.5,5.0,1.75,3.7,4.75,1.7,3.5,4.9
Italy,2016-03-06,Bologna,Carpi,0,0,1.95,3.2,4.5,1.9,3.25,4.25,1.85,3.45,4.0
Italy,2016-03-05,Napoli,Chievo Verona,3,1,1.17,7.5,17.0,1.15,7.0,16.5,1.2,5.8,13.0
Italy,2016-03-06,Genoa,Empoli,1,0,2.0,3.3,4.0,2.0,3.3,3.8,2.0,3.3,3.6
Italy,2016-03-04,Roma,Fiorentina,4,1,2.05,3.4,3.75,2.05,3.4,3.7,2.1,3.3,3.3
Italy,2016-03-06,Atalanta,Juventus,0,2,7.5,3.8,1.53,6.75,3.9,1.5,7.0,4.0,1.45
Italy,2016-03-06,Torino,Lazio,1,1,2.3,3.1,3.4,2.35,3.1,3.1,2.5,3.1,2.8
Italy,2016-03-06,Sassuolo,Milan,2,0,3.0,3.25,2.45,3.2,3.2,2.25,3.0,3.2,2.3
Italy,2016-03-06,Inter,Palermo,3,1,1.29,5.5,11.0,1.28,5.5,9.75,1.3,5.0,9.0
Italy,2016-03-05,Hellas Verona,Sampdoria,0,3,2.5,3.3,2.9,2.5,3.25,2.75,2.5,3.3,2.65
Italy,2016-03-06,Frosinone,Udinese,2,0,3.4,3.3,2.2,3.2,3.25,2.2,2.9,3.3,2.3
Italy,2016-03-13,Lazio,Atalanta,2,0,1.62,3.75,6.0,1.67,3.5,6.0,1.65,3.6,5.1
Italy,2016-03-12,Inter,Bologna,2,1,1.55,4.0,6.5,1.53,4.1,6.5,1.5,4.0,6.1
Italy,2016-03-13,Carpi,Frosinone,2,1,1.95,3.3,4.33,1.95,3.25,4.4,2.0,3.3,3.6
Italy,2016-03-13,Fiorentina,Hellas Verona,1,1,1.3,5.25,11.0,1.3,5.25,10.5,1.3,5.0,9.0
Italy,2016-03-13,Chievo Verona,Milan,0,0,4.0,3.25,2.05,4.1,3.4,1.95,3.6,3.3,2.0
Italy,2016-03-13,Palermo,Napoli,0,1,11.0,5.25,1.3,10.0,5.5,1.3,7.6,4.8,1.35
Italy,2016-03-13,Udinese,Roma,1,2,4.5,3.5,1.85,4.6,3.4,1.85,4.2,3.5,1.8
Italy,2016-03-12,Empoli,Sampdoria,1,1,2.2,3.25,3.5,2.2,3.1,3.6,2.3,3.1,3.1
Italy,2016-03-11,Juventus,Sassuolo,1,0,1.3,5.0,12.0,1.33,4.75,11.0,1.37,4.6,7.5
Italy,2016-03-13,Genoa,Torino,3,2,2.6,3.0,3.0,2.6,3.1,2.9,2.6,3.0,2.75
Italy,2015-09-13,Empoli,Napoli,2,2,5.0,3.6,1.75,4.4,3.7,1.8,4.2,3.5,1.8
Italy,2015-09-12,Fiorentina,Genoa,1,0,1.67,3.75,5.5,1.67,3.7,5.0,1.65,3.6,5.1
Italy,2015-09-12,Frosinone,Roma,0,2,9.5,4.75,1.36,8.0,4.5,1.42,7.0,4.0,1.45
Italy,2015-09-13,Hellas Verona,Torino,2,2,3.2,3.3,2.3,3.0,3.2,2.35,2.75,3.3,2.4
Italy,2015-09-13,Inter,Milan,1,0,2.2,3.3,3.4,2.25,3.3,3.4,2.5,3.3,2.65
Italy,2015-09-12,Juventus,Chievo Verona,1,1,1.4,4.5,9.0,1.4,4.5,9.0,1.4,4.4,7.3
Italy,2015-09-13,Lazio,Udinese,2,0,1.62,3.75,6.0,1.62,3.75,5.5,1.65,3.6,5.1
Italy,2015-09-13,Palermo,Carpi,2,2,1.53,4.0,7.0,1.55,3.9,6.0,1.5,4.0,6.1
Italy,2015-09-14,Sampdoria,Bologna,2,0,1.83,3.6,4.5,1.83,3.25,4.6,1.8,3.5,4.2
